transaction_id,customer_id,amount,transaction_time,merchant_type,is_fraud,age,gender,income,account_balance,transaction_frequency,customer_segment,atm_id,atm_location,cash_withdrawal_amount,loan_id,loan_amount,credit_score,loan_status,news_headline,sentiment_score,stock_ticker
1409,3560,48690.28,1/1/2025 23:28,Medical,0,42,Male,160625,223343.89,83,Medium,10,Hyderabad,7611.13,6409,1098547,580,Paid,Corporate layoffs rise across tech firms,0.32,INFY
1410,2319,27214.49,1/1/2025 23:29,Fuel,1,41,Female,68165,334518.73,26,Low,5,Chennai,19901.39,6410,1724370,876,Paid,Tech stocks rally on innovation,-0.86,TCS
1411,4391,13769.21,1/1/2025 23:30,Food,0,39,Female,72454,377307.09,74,High Value,49,Hyderabad,1610.6,6411,2777723,506,Default,Company faces regulatory issues,0.01,HDFCBANK
1412,3965,35474.85,1/1/2025 23:31,Retail,0,30,Female,21959,217355.99,17,Medium,39,Mumbai,15545,6412,2632908,678,In Progress,Rupee weakens against Dollar,-0.91,TCS
1413,4643,13581.89,1/1/2025 23:32,Bill,0,34,Male,57715,182983.76,34,Medium,34,Delhi,28459.45,6413,744311,781,Paid,Tech stocks rally on innovation,0.82,SBIN
1414,2855,45213.12,1/1/2025 23:33,Travel,0,31,Female,175451,358083.39,14,Low,38,Mumbai,46549.57,6414,1256183,573,Paid,Banking sector sees strong growth,0.32,INFY
1415,2372,18742.35,1/1/2025 23:34,Medical,0,51,Other,168746,111475.5,26,High Value,10,Delhi,49519.19,6415,1550035,580,Paid,Global markets fall due to uncertainty,0.15,TCS
1416,4911,27497.93,1/1/2025 23:35,Fuel,0,43,Female,155631,5241.35,34,Medium,9,Mumbai,21225.58,6416,2002463,655,Paid,Rupee weakens against Dollar,-0.14,INFY
1417,4850,2538.15,1/1/2025 23:36,Retail,0,36,Male,47252,235847.42,83,Low,32,Bengaluru,21466.38,6417,2928431,684,Default,Oil prices surge on global conflict,0.02,INFY
1418,1872,21311.8,1/1/2025 23:37,Medical,0,43,Other,41104,87099.89,24,High Value,5,Kolkata,8101.14,6418,143953,436,Default,Corporate layoffs rise across tech firms,-0.2,INFY
1419,2252,41619.85,1/1/2025 23:38,Online,0,20,Male,146623,189452.24,95,High Value,35,Mumbai,24968.11,6419,2132051,468,Paid,Oil prices surge on global conflict,-0.8,INFY
1420,3317,40284.38,1/1/2025 23:39,Food,0,19,Female,80669,145971.46,70,Medium,11,Hyderabad,47010.04,6420,2295526,577,Paid,Corporate layoffs rise across tech firms,0.32,RELIANCE
1421,2851,11223.68,1/1/2025 23:40,Online,0,45,Male,152679,388742.31,20,Low,42,Delhi,8353.27,6421,547116,529,In Progress,Company faces regulatory issues,0.99,TCS
1422,3845,11311.69,1/1/2025 23:41,Fuel,0,19,Other,91639,166038.55,39,Low,16,Delhi,13397.01,6422,980794,793,Paid,Global markets fall due to uncertainty,-0.78,ICICIBANK
1423,2314,40867.09,1/1/2025 23:42,Online,0,39,Male,57973,320517.56,45,Medium,27,Mumbai,44576.76,6423,71530,493,Default,Oil prices surge on global conflict,0.99,INFY
1424,1724,46520.62,1/1/2025 23:43,Online,0,24,Other,141142,337119.34,34,Medium,20,Delhi,31358.89,6424,59954,788,Paid,Rupee weakens against Dollar,0.8,INFY
1425,4236,4777.09,1/1/2025 23:44,Food,0,21,Other,175930,228498.92,22,Medium,1,Hyderabad,16592.31,6425,1410464,575,Paid,Global markets fall due to uncertainty,0.79,TCS
1426,3052,22508.43,1/1/2025 23:45,Food,0,66,Female,185439,40998.43,71,Low,26,Bengaluru,40655.97,6426,224120,514,Paid,Oil prices surge on global conflict,0.66,RELIANCE
1427,3898,16879.34,1/1/2025 23:46,Food,0,55,Female,114364,350332.36,33,High Value,11,Kolkata,5537.31,6427,1043729,501,Default,Tech stocks rally on innovation,0.85,WIPRO
1428,4450,43535.72,1/1/2025 23:47,Medical,0,56,Other,71536,38046.37,6,Medium,15,Kolkata,42931.73,6428,1666245,875,Paid,Rupee weakens against Dollar,-0.51,HDFCBANK
1429,1077,4185.41,1/1/2025 23:48,Food,0,37,Male,94584,50056.87,16,New,39,Delhi,25948.28,6429,1131201,361,Paid,Oil prices surge on global conflict,-0.13,INFY
1430,4481,10564.19,1/1/2025 23:49,Online,0,23,Other,110959,98400.69,72,New,40,Mumbai,37871.03,6430,2589089,432,Default,Global markets fall due to uncertainty,-0.04,RELIANCE
1431,3621,37625.89,1/1/2025 23:50,Bill,1,26,Female,164642,140547.71,23,Medium,48,Delhi,25967.74,6431,2832998,419,Default,Rupee weakens against Dollar,-0.86,SBIN
1432,1131,2574.18,1/1/2025 23:51,Bill,0,69,Male,182010,423302.62,18,New,18,Hyderabad,12389.02,6432,2044375,456,Paid,Company faces regulatory issues,0.96,WIPRO
1433,1600,24631.84,1/1/2025 23:52,Food,0,48,Other,112216,337623.43,14,High Value,24,Chennai,32078.35,6433,68963,588,Paid,Rupee weakens against Dollar,0.38,RELIANCE
1434,2772,22110.93,1/1/2025 23:53,Medical,0,43,Female,197870,193912.79,50,High Value,28,Mumbai,7824.08,6434,335015,655,Paid,Global markets fall due to uncertainty,-0.1,WIPRO
1435,2065,16726.71,1/1/2025 23:54,Travel,0,53,Other,130283,489324.41,61,New,25,Bengaluru,11570.53,6435,2668123,312,Paid,Company faces regulatory issues,0.98,ICICIBANK
1436,3136,19734.67,1/1/2025 23:55,Retail,0,43,Other,117410,122179.47,36,Low,23,Hyderabad,27511.35,6436,1980781,758,Default,Banking sector sees strong growth,-0.46,INFY
1437,3449,26501.73,1/1/2025 23:56,Fuel,0,45,Other,60820,305102.29,15,Medium,11,Bengaluru,19560.18,6437,1676315,711,In Progress,Oil prices surge on global conflict,-0.33,RELIANCE
1438,3343,8076.75,1/1/2025 23:57,Medical,0,22,Male,113235,423683.45,5,Low,33,Mumbai,37285.59,6438,2770184,801,Paid,Corporate layoffs rise across tech firms,-0.62,ICICIBANK
1439,2863,28604.07,1/1/2025 23:58,Travel,0,68,Female,179290,401110.28,53,High Value,16,Bengaluru,29220.27,6439,1309328,806,In Progress,Banking sector sees strong growth,-0.63,RELIANCE
1440,2318,40273.56,1/1/2025 23:59,Fuel,0,27,Female,24990,45608.72,48,New,36,Hyderabad,19128.62,6440,324729,573,Paid,Rupee weakens against Dollar,-0.62,SBIN
1441,1615,38010.44,1/2/2025 0:00,Travel,0,35,Other,27778,348788.47,79,Medium,23,Hyderabad,16403.82,6441,1512386,530,Paid,Tech stocks rally on innovation,0.22,SBIN
1442,4597,7703.46,1/2/2025 0:01,Travel,0,32,Other,186212,129302.95,11,New,6,Delhi,45670.81,6442,641193,877,Paid,Market rises amid strong earnings,-0.41,ICICIBANK
1443,3847,7470.98,1/2/2025 0:02,Bill,0,74,Other,115196,178188.87,2,New,43,Chennai,2100.12,6443,338858,527,In Progress,Oil prices surge on global conflict,0.9,SBIN
1444,4762,13416.04,1/2/2025 0:03,Retail,0,50,Male,102448,244751.5,87,Low,24,Mumbai,34582.45,6444,1968322,729,Paid,Rupee weakens against Dollar,0.63,WIPRO
1445,4708,18060.13,1/2/2025 0:04,Travel,0,22,Female,197678,395479.71,24,Low,38,Kolkata,19655.74,6445,2546970,444,Paid,Banking sector sees strong growth,-0.68,WIPRO
1446,3469,20428.69,1/2/2025 0:05,Food,0,54,Other,107334,83517.62,82,New,42,Chennai,18930.15,6446,1460006,460,Paid,Oil prices surge on global conflict,0.67,ICICIBANK
1447,2888,33988.06,1/2/2025 0:06,Fuel,0,57,Female,90012,54723.34,68,High Value,6,Kolkata,32628.65,6447,2467813,588,In Progress,Market rises amid strong earnings,-0.31,WIPRO
1448,2046,2843.45,1/2/2025 0:07,Medical,0,39,Other,74871,77143.9,79,Medium,10,Bengaluru,42538.19,6448,1269138,651,In Progress,Company faces regulatory issues,-0.54,SBIN
1449,1574,1743.29,1/2/2025 0:08,Bill,0,39,Female,131445,109502.66,12,New,22,Kolkata,36248.17,6449,2980845,383,Paid,Corporate layoffs rise across tech firms,0.56,ICICIBANK
1450,3190,19601.61,1/2/2025 0:09,Fuel,0,39,Other,175012,30221.18,59,New,23,Kolkata,33538.55,6450,764093,833,Paid,Corporate layoffs rise across tech firms,0.71,RELIANCE
1451,1992,34861.21,1/2/2025 0:10,Food,0,69,Male,103873,463215.06,67,New,5,Hyderabad,24860.5,6451,920297,424,Default,Rupee weakens against Dollar,0.92,HDFCBANK
1452,3712,9679.83,1/2/2025 0:11,Food,0,32,Other,44590,159882.16,32,New,28,Hyderabad,23512.01,6452,884262,480,In Progress,Oil prices surge on global conflict,-0.16,TCS
1453,3192,32078.81,1/2/2025 0:12,Travel,0,34,Other,197589,88899.33,36,Low,9,Hyderabad,23089.69,6453,630328,792,Default,Market rises amid strong earnings,0.12,ICICIBANK
1454,2248,12998.81,1/2/2025 0:13,Food,0,68,Other,82145,319098.18,21,Low,39,Kolkata,7357.83,6454,793448,729,In Progress,Global markets fall due to uncertainty,0.23,SBIN
1455,4054,44305.44,1/2/2025 0:14,Retail,0,62,Other,175369,393604.56,70,High Value,49,Bengaluru,28019.2,6455,1119960,343,Paid,Rupee weakens against Dollar,0.26,INFY
1456,1502,44785.54,1/2/2025 0:15,Food,0,45,Other,173938,376740.47,66,Medium,44,Mumbai,15841.67,6456,2492490,669,Default,Company faces regulatory issues,-0.2,TCS
1457,2997,14871.39,1/2/2025 0:16,Travel,0,39,Female,136909,359494.24,9,New,28,Delhi,30949.57,6457,952681,718,In Progress,Corporate layoffs rise across tech firms,-0.7,HDFCBANK
1458,1820,11507.39,1/2/2025 0:17,Fuel,0,38,Female,48991,25739.72,76,High Value,25,Bengaluru,26763.33,6458,251008,662,In Progress,Global markets fall due to uncertainty,-0.86,WIPRO
1459,4687,20571.09,1/2/2025 0:18,Food,0,59,Male,16907,391188.68,44,Low,43,Hyderabad,47002.22,6459,723731,577,Paid,Market rises amid strong earnings,0.81,TCS
1460,3151,12034.17,1/2/2025 0:19,Bill,0,34,Other,172010,251188.38,59,Medium,38,Bengaluru,21803.01,6460,1130099,744,Default,Global markets fall due to uncertainty,-0.27,TCS
1461,4110,33622.47,1/2/2025 0:20,Medical,0,22,Female,91479,324718.47,24,High Value,27,Mumbai,33253.42,6461,1499207,516,Default,Company faces regulatory issues,-0.64,HDFCBANK
1462,2970,41304.97,1/2/2025 0:21,Bill,1,35,Female,151882,478234.1,63,Medium,24,Chennai,29680.85,6462,2755362,384,Default,Corporate layoffs rise across tech firms,0.97,INFY
1463,1197,33657.88,1/2/2025 0:22,Bill,0,34,Other,70600,405430.93,78,Medium,43,Hyderabad,34251.3,6463,2970989,788,Paid,Oil prices surge on global conflict,0.61,ICICIBANK
1464,2669,41219.28,1/2/2025 0:23,Fuel,0,21,Other,73612,412773.32,41,Medium,43,Mumbai,13422.05,6464,339840,636,Paid,Global markets fall due to uncertainty,0.96,RELIANCE
1465,3626,19855.64,1/2/2025 0:24,Online,0,71,Male,52705,91142.88,76,Low,46,Chennai,12936.72,6465,1984754,378,Paid,Market rises amid strong earnings,-0.44,INFY
1466,3438,7824.29,1/2/2025 0:25,Medical,0,24,Male,32615,238470.35,91,New,16,Delhi,28027.93,6466,2355749,818,Default,Global markets fall due to uncertainty,-0.07,SBIN
1467,2202,36900.17,1/2/2025 0:26,Bill,0,42,Female,90475,474688.08,74,Medium,2,Bengaluru,42468.17,6467,705302,755,Paid,Global markets fall due to uncertainty,0.62,INFY
1468,3601,18030.12,1/2/2025 0:27,Bill,0,54,Male,124054,291551.28,2,High Value,2,Delhi,36028.43,6468,2194472,588,Paid,Tech stocks rally on innovation,0.1,ICICIBANK
1469,2471,33566.83,1/2/2025 0:28,Online,0,57,Female,110490,51741.89,95,Medium,5,Kolkata,24497.84,6469,1540772,783,Paid,Company faces regulatory issues,-0.29,WIPRO
1470,4571,13539.49,1/2/2025 0:29,Fuel,0,57,Male,81273,366044,28,Medium,46,Bengaluru,12829.21,6470,2750258,655,Default,Tech stocks rally on innovation,-0.68,INFY
1471,4086,4070.67,1/2/2025 0:30,Medical,0,60,Other,101356,21941.96,16,Low,21,Chennai,37991.43,6471,1959963,380,Paid,Rupee weakens against Dollar,0.12,SBIN
1472,2646,49629.16,1/2/2025 0:31,Bill,0,26,Male,63703,371277.48,59,High Value,10,Kolkata,46319.69,6472,85346,421,Default,Market rises amid strong earnings,0.2,WIPRO
1473,2692,7818.51,1/2/2025 0:32,Travel,0,36,Female,123447,439946.43,1,Medium,42,Mumbai,10729.71,6473,2348434,869,Paid,Banking sector sees strong growth,0.44,WIPRO
1474,2312,49421.17,1/2/2025 0:33,Fuel,0,68,Male,195753,212912.45,86,Low,18,Kolkata,39974.78,6474,1089407,801,In Progress,Corporate layoffs rise across tech firms,0.58,INFY
1475,3035,48864.22,1/2/2025 0:34,Medical,0,26,Female,47567,207099.63,1,Low,26,Chennai,8705.03,6475,322280,347,In Progress,Market rises amid strong earnings,-0.76,SBIN
1476,1477,39692.97,1/2/2025 0:35,Bill,1,40,Female,19418,152453.58,31,New,20,Chennai,45049.07,6476,2633411,708,Default,Market rises amid strong earnings,0.26,TCS
1477,2254,32974.55,1/2/2025 0:36,Bill,0,48,Male,57164,438530.67,22,New,41,Mumbai,32138.29,6477,2321589,312,Paid,Market rises amid strong earnings,0.56,TCS
1478,1922,28894.57,1/2/2025 0:37,Online,1,49,Male,16986,274118.41,98,New,36,Delhi,9132.4,6478,2102234,523,Paid,Rupee weakens against Dollar,-0.22,HDFCBANK
1479,1419,43306.42,1/2/2025 0:38,Medical,0,69,Female,53593,289840.34,76,Medium,49,Hyderabad,1909.35,6479,2561249,526,Paid,Market rises amid strong earnings,-0.45,SBIN
1480,3204,14479.08,1/2/2025 0:39,Travel,0,48,Other,48983,331022.84,59,Medium,21,Delhi,34761.35,6480,2622922,663,Paid,Tech stocks rally on innovation,-0.04,HDFCBANK
1481,3597,23389.38,1/2/2025 0:40,Fuel,0,34,Male,127194,150465.36,87,Medium,2,Kolkata,30344.48,6481,1787725,490,Default,Market rises amid strong earnings,-0.38,HDFCBANK
1482,4512,30973.3,1/2/2025 0:41,Food,0,65,Female,178061,216676.76,28,Low,46,Mumbai,30604.76,6482,1336210,767,Paid,Global markets fall due to uncertainty,0.02,RELIANCE
1483,2120,20565.41,1/2/2025 0:42,Retail,0,56,Other,113548,370932.08,76,Medium,33,Kolkata,24164.87,6483,2557377,327,Paid,Rupee weakens against Dollar,-0.38,ICICIBANK
1484,4068,21380.05,1/2/2025 0:43,Travel,1,39,Female,140605,492750.74,27,Low,23,Chennai,30760.71,6484,1679565,738,Paid,Market rises amid strong earnings,-0.15,RELIANCE
1485,4044,16520.93,1/2/2025 0:44,Food,0,52,Male,61887,17635.62,87,High Value,39,Hyderabad,43673.83,6485,829978,522,Default,Corporate layoffs rise across tech firms,0.83,RELIANCE
1486,4482,28215.95,1/2/2025 0:45,Travel,0,47,Female,169514,21802.92,1,Medium,31,Bengaluru,47604.88,6486,1903294,341,Paid,Banking sector sees strong growth,0.83,HDFCBANK
1487,1950,42530.22,1/2/2025 0:46,Medical,0,70,Female,26243,214327.2,2,High Value,4,Bengaluru,17290.95,6487,1697935,488,Paid,Company faces regulatory issues,0.98,ICICIBANK
1488,3336,10084.4,1/2/2025 0:47,Food,0,68,Female,15132,329981.11,95,New,41,Bengaluru,24444.81,6488,871314,891,Paid,Tech stocks rally on innovation,-0.03,RELIANCE
1489,2277,46722.31,1/2/2025 0:48,Medical,0,57,Male,161628,193489.13,66,High Value,3,Kolkata,13724.09,6489,1853508,337,Paid,Corporate layoffs rise across tech firms,-0.66,TCS
1490,3243,34457.49,1/2/2025 0:49,Food,0,54,Other,79397,499819.51,49,High Value,37,Bengaluru,20638.11,6490,1459760,636,Paid,Tech stocks rally on innovation,0.78,RELIANCE
1491,3645,41165.43,1/2/2025 0:50,Travel,0,43,Other,98290,98081.95,89,Low,10,Mumbai,39814.84,6491,1636070,408,Paid,Tech stocks rally on innovation,0.19,WIPRO
1492,2857,27813.97,1/2/2025 0:51,Online,0,23,Other,179927,4458.77,19,Low,42,Hyderabad,21306.96,6492,2619208,663,Paid,Tech stocks rally on innovation,0.5,TCS
1493,4593,38978.04,1/2/2025 0:52,Travel,0,51,Other,24839,95469.62,28,Low,32,Chennai,19642.86,6493,448504,432,Paid,Market rises amid strong earnings,-0.67,RELIANCE
1494,1516,819.86,1/2/2025 0:53,Medical,0,73,Male,189292,443477.77,70,Low,36,Delhi,42520.54,6494,199766,639,In Progress,Banking sector sees strong growth,-0.36,SBIN
1495,2658,40920.84,1/2/2025 0:54,Travel,0,49,Female,94364,73001.92,39,New,49,Chennai,163.49,6495,2088730,809,Default,Corporate layoffs rise across tech firms,-0.45,SBIN
1496,2865,2016.54,1/2/2025 0:55,Food,0,42,Other,187150,239747.9,19,High Value,27,Mumbai,42624.19,6496,2641804,462,Paid,Corporate layoffs rise across tech firms,0.12,ICICIBANK
1497,3912,44496.77,1/2/2025 0:56,Retail,0,68,Other,140688,209928.45,64,New,49,Hyderabad,9152.26,6497,1863521,603,Paid,Oil prices surge on global conflict,0.99,SBIN
1498,2141,49598.22,1/2/2025 0:57,Food,0,30,Male,81430,333029.8,58,New,19,Delhi,13798.15,6498,2896172,353,Paid,Rupee weakens against Dollar,0.22,WIPRO
1499,3853,14710.43,1/2/2025 0:58,Bill,0,55,Female,16265,27770.5,17,Low,38,Bengaluru,18144.29,6499,584139,453,Paid,Rupee weakens against Dollar,0.15,TCS
1500,2932,10523.82,1/2/2025 0:59,Travel,0,55,Female,168879,329545.71,70,High Value,1,Delhi,44044.55,6500,2975080,673,Paid,Corporate layoffs rise across tech firms,0.52,SBIN
1501,4230,38270.51,1/2/2025 1:00,Fuel,0,19,Other,195586,177698.45,79,High Value,26,Kolkata,45443.21,6501,1993518,726,Paid,Corporate layoffs rise across tech firms,-0.34,TCS
1502,1814,12658.79,1/2/2025 1:01,Travel,0,73,Other,90501,463056.76,86,New,46,Kolkata,33092.81,6502,772118,341,Paid,Rupee weakens against Dollar,-0.49,HDFCBANK
1503,3275,43279.46,1/2/2025 1:02,Online,0,22,Female,79817,424519.22,41,Low,13,Bengaluru,22028.2,6503,536193,641,Paid,Market rises amid strong earnings,0.68,TCS
1504,2900,5151.1,1/2/2025 1:03,Medical,0,28,Male,110948,200053.37,98,New,35,Bengaluru,25854.78,6504,1310718,461,Default,Company faces regulatory issues,0.92,SBIN
1505,3263,6306.5,1/2/2025 1:04,Fuel,0,28,Female,178301,496449.48,5,High Value,2,Mumbai,29062.04,6505,453638,516,Paid,Company faces regulatory issues,-0.16,WIPRO
1506,3995,48957.79,1/2/2025 1:05,Food,0,41,Female,178820,26445.9,23,Low,22,Mumbai,47704.14,6506,2439437,339,Paid,Corporate layoffs rise across tech firms,-0.92,WIPRO
1507,4767,33695.21,1/2/2025 1:06,Online,0,31,Other,187345,394421.79,69,New,39,Chennai,48461.44,6507,2680083,792,In Progress,Market rises amid strong earnings,-0.64,WIPRO
1508,3062,42345.89,1/2/2025 1:07,Travel,0,62,Male,69784,217201.34,10,High Value,28,Kolkata,42381.91,6508,2306535,324,Default,Market rises amid strong earnings,0.71,WIPRO
1509,4228,16223.23,1/2/2025 1:08,Food,0,47,Male,164162,216935.92,68,Medium,44,Hyderabad,29228.06,6509,2798162,584,Paid,Market rises amid strong earnings,-0.76,RELIANCE
1510,4719,33827.42,1/2/2025 1:09,Food,0,57,Male,159446,85481.83,12,Low,2,Mumbai,19597.65,6510,1208523,366,Paid,Banking sector sees strong growth,0.53,WIPRO
1511,4332,29716.15,1/2/2025 1:10,Bill,1,64,Other,142247,257682.52,10,High Value,11,Hyderabad,11590.97,6511,1144413,602,Paid,Tech stocks rally on innovation,0.24,WIPRO
1512,4228,30161.47,1/2/2025 1:11,Bill,0,61,Male,61116,42816.89,60,Low,48,Chennai,26769.35,6512,2111780,777,Paid,Rupee weakens against Dollar,0.45,RELIANCE
1513,3094,34129.8,1/2/2025 1:12,Retail,0,52,Male,74133,308480.3,30,High Value,37,Kolkata,17346.98,6513,2618918,515,In Progress,Corporate layoffs rise across tech firms,-0.49,HDFCBANK
1514,3371,28772.21,1/2/2025 1:13,Bill,0,38,Other,92338,121174.43,24,Low,26,Mumbai,3729.95,6514,2538815,404,Paid,Company faces regulatory issues,-0.96,INFY
1515,3891,21458.83,1/2/2025 1:14,Medical,0,72,Female,182534,362566.59,69,Medium,28,Hyderabad,23863.42,6515,1669758,732,In Progress,Company faces regulatory issues,-0.92,TCS
1516,4756,13803.38,1/2/2025 1:15,Fuel,0,22,Male,65141,303877.08,13,New,26,Chennai,28597.2,6516,1994848,349,In Progress,Tech stocks rally on innovation,0.45,TCS
1517,1129,38431.38,1/2/2025 1:16,Food,0,55,Female,100600,373329.3,9,New,17,Hyderabad,30604.63,6517,2970867,511,Paid,Oil prices surge on global conflict,0.23,TCS
1518,4482,11321.36,1/2/2025 1:17,Bill,0,19,Male,156727,374996.16,18,New,3,Mumbai,3783.31,6518,142021,688,Paid,Rupee weakens against Dollar,0.68,WIPRO
1519,1094,34620.79,1/2/2025 1:18,Retail,0,57,Female,56864,98756.17,35,Medium,14,Bengaluru,24207.2,6519,1227077,568,Paid,Rupee weakens against Dollar,-0.2,RELIANCE
1520,3674,11674.31,1/2/2025 1:19,Travel,0,54,Female,152482,837.03,95,Low,16,Chennai,32830.06,6520,2939698,490,Default,Tech stocks rally on innovation,0.11,ICICIBANK
1521,3802,31270.26,1/2/2025 1:20,Fuel,1,71,Other,116701,183197.75,88,Low,49,Chennai,48057.1,6521,2431771,594,Paid,Company faces regulatory issues,0.57,ICICIBANK
1522,2955,37356.44,1/2/2025 1:21,Bill,0,66,Other,179750,459575.07,4,High Value,36,Delhi,1349.79,6522,1948706,728,In Progress,Rupee weakens against Dollar,-0.01,ICICIBANK
1523,4363,10943.51,1/2/2025 1:22,Food,0,51,Male,37970,289160.74,41,High Value,28,Bengaluru,33846.49,6523,776274,316,In Progress,Rupee weakens against Dollar,0.99,HDFCBANK
1524,1793,3006.57,1/2/2025 1:23,Travel,0,28,Male,74951,363887.25,26,Low,28,Chennai,3210.64,6524,2544024,531,Paid,Company faces regulatory issues,0.49,HDFCBANK
1525,2834,6557.38,1/2/2025 1:24,Medical,0,53,Other,164579,439845.38,44,Medium,25,Delhi,8026.29,6525,411030,742,Paid,Banking sector sees strong growth,0.37,RELIANCE
1526,4354,30303.79,1/2/2025 1:25,Food,0,28,Male,164307,453076.09,42,Medium,9,Hyderabad,8748.07,6526,971263,654,Paid,Company faces regulatory issues,0.6,ICICIBANK
1527,3116,42473.83,1/2/2025 1:26,Travel,0,26,Male,62683,264748.07,10,New,11,Mumbai,16510.73,6527,2706372,891,Paid,Corporate layoffs rise across tech firms,0.55,INFY
1528,2683,2259.39,1/2/2025 1:27,Medical,0,23,Other,136144,270700.57,73,New,37,Chennai,41581.82,6528,722928,870,Paid,Market rises amid strong earnings,-0.56,SBIN
1529,1010,36710.22,1/2/2025 1:28,Medical,0,73,Female,93399,425543.95,1,New,43,Kolkata,42826.24,6529,1173854,651,Paid,Corporate layoffs rise across tech firms,-0.58,TCS
1530,4325,17072.52,1/2/2025 1:29,Fuel,0,51,Male,125261,403838.97,54,Low,45,Mumbai,18810.1,6530,2010321,780,Paid,Rupee weakens against Dollar,0.21,ICICIBANK
1531,2865,23931.63,1/2/2025 1:30,Food,0,64,Other,107874,349579.87,16,High Value,21,Bengaluru,21622.01,6531,1578591,677,Paid,Market rises amid strong earnings,-0.13,INFY
1532,3919,46443.69,1/2/2025 1:31,Bill,0,54,Male,155469,302429.91,46,Low,2,Delhi,10929.83,6532,1857309,691,Paid,Corporate layoffs rise across tech firms,0.74,TCS
1533,3597,16605.26,1/2/2025 1:32,Bill,0,49,Male,117330,308798.94,13,Low,34,Mumbai,21682.44,6533,2862503,329,In Progress,Tech stocks rally on innovation,-0.42,TCS
